schedule_date,shift_id,employee_id,org_path,job_code,shift_start,shift_end,shift_bucket,is_open_shift,scheduled_hours
2025-10-08,S500047,E100029,HHS/TX/FacilityA/Nursing,RN,2025-10-08 22:00:00,2025-10-09 10:00:00,NIGHT,False,12.0
2025-10-08,S500048,E100065,HHS/TX/FacilityA/Nursing,PCT,2025-10-08 22:00:00,2025-10-09 10:00:00,NIGHT,False,12.0
2025-10-08,S500049,E100044,HHS/TX/FacilityA/Nursing,RN,2025-10-08 22:00:00,2025-10-09 10:00:00,NIGHT,False,12.0
2025-10-08,S500050,,HHS/TX/FacilityA/Nursing,PCT,2025-10-08 22:00:00,2025-10-09 10:00:00,NIGHT,True,12.0
2025-10-08,S500051,E100133,HHS/TX/FacilityA/EVS,LEAD,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500052,E100074,HHS/TX/FacilityA/EVS,EVS,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500053,E100094,HHS/TX/FacilityA/EVS,EVS,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500054,E100087,HHS/TX/FacilityA/EVS,LEAD,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500055,E100110,HHS/TX/FacilityA/EVS,LEAD,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500056,E100104,HHS/TX/FacilityA/EVS,LEAD,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500057,E100083,HHS/TX/FacilityA/EVS,EVS,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500058,E100127,HHS/TX/FacilityA/EVS,LEAD,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500059,E100076,HHS/TX/FacilityA/EVS,EVS,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500060,E100117,HHS/TX/FacilityA/EVS,LEAD,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500061,E100098,HHS/TX/FacilityA/EVS,LEAD,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500062,,HHS/TX/FacilityA/EVS,EVS,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,True,8.0
2025-10-08,S500063,E100129,HHS/TX/FacilityA/EVS,EVS,2025-10-08 14:00:00,2025-10-08 22:00:00,EVENING,False,8.0
2025-10-08,S500064,E100136,HHS/TX/FacilityA/EVS,EVS,2025-10-08 14:00:00,2025-10-08 22:00:00,EVENING,False,8.0
2025-10-08,S500065,E100124,HHS/TX/FacilityA/EVS,EVS,2025-10-08 14:00:00,2025-10-08 22:00:00,EVENING,False,8.0
2025-10-08,S500066,E100133,HHS/TX/FacilityA/EVS,LEAD,2025-10-08 14:00:00,2025-10-08 22:00:00,EVENING,False,8.0
2025-10-08,S500067,E100132,HHS/TX/FacilityA/EVS,EVS,2025-10-08 14:00:00,2025-10-08 22:00:00,EVENING,False,8.0
2025-10-08,S500068,E100119,HHS/TX/FacilityA/EVS,EVS,2025-10-08 14:00:00,2025-10-08 22:00:00,EVENING,False,8.0
2025-10-08,S500069,E100094,HHS/TX/FacilityA/EVS,EVS,2025-10-08 14:00:00,2025-10-08 22:00:00,EVENING,False,8.0
2025-10-08,S500070,E100099,HHS/TX/FacilityA/EVS,EVS,2025-10-08 14:00:00,2025-10-08 22:00:00,EVENING,False,8.0
2025-10-08,S500071,,HHS/TX/FacilityA/EVS,LEAD,2025-10-08 14:00:00,2025-10-08 22:00:00,EVENING,True,8.0
2025-10-08,S500072,E100099,HHS/TX/FacilityA/EVS,EVS,2025-10-08 22:00:00,2025-10-09 06:00:00,NIGHT,False,8.0
2025-10-08,S500073,E100085,HHS/TX/FacilityA/EVS,EVS,2025-10-08 22:00:00,2025-10-09 06:00:00,NIGHT,False,8.0
2025-10-08,S500074,E100125,HHS/TX/FacilityA/EVS,LEAD,2025-10-08 22:00:00,2025-10-09 06:00:00,NIGHT,False,8.0
2025-10-08,S500075,E100079,HHS/TX/FacilityA/EVS,EVS,2025-10-08 22:00:00,2025-10-09 06:00:00,NIGHT,False,8.0
2025-10-08,S500076,E100137,HHS/TX/FacilityA/EVS,LEAD,2025-10-08 22:00:00,2025-10-09 06:00:00,NIGHT,False,8.0
2025-10-08,S500077,E100173,HHS/TX/FacilityA/HR,RECR,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500078,E100180,HHS/TX/FacilityA/HR,RECR,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500079,E100188,HHS/TX/FacilityA/HR,RECR,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500080,E100178,HHS/TX/FacilityA/HR,HRBP,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500081,E100181,HHS/TX/FacilityA/HR,RECR,2025-10-08 07:00:00,2025-10-08 15:00:00,DAY,False,8.0
2025-10-08,S500082,E100149,HHS/TX/FacilityA/HR,HRBP,2025-10-08 14:00:00,2025-10-08 22:00:00,EVENING,False,8.0
2025-10-08,S500083,E100187,HHS/TX/FacilityA/HR,HRBP,2025-10-08 14:00:00,2025-10-08 22:00:00,EVENING,False,8.0
2025-10-08,S500084,E100151,HHS/TX/FacilityA/HR,RECR,2025-10-08 14:00:00,2025-10-08 22:00:00,EVENING,False,8.0
2025-10-08,S500085,E100182,HHS/TX/FacilityA/HR,RECR,2025-10-08 14:00:00,2025-10-08 22:00:00,EVENING,False,8.0
2025-10-08,S500086,E100192,HHS/TX/FacilityA/HR,HRBP,2025-10-08 22:00:00,2025-10-09 06:00:00,NIGHT,False,8.0
2025-10-08,S500087,E100169,HHS/TX/FacilityA/HR,HRBP,2025-10-08 22:00:00,2025-10-09 06:00:00,NIGHT,False,8.0
2025-10-08,S500088,E100252,HHS/TX/FacilityB/Nursing,RN,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500089,E100268,HHS/TX/FacilityB/Nursing,RN,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500090,E100262,HHS/TX/FacilityB/Nursing,RN,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500091,E100264,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500092,E100266,HHS/TX/FacilityB/Nursing,RN,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500093,E100220,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500094,E100270,HHS/TX/FacilityB/Nursing,RN,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500095,E100245,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500096,E100234,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500097,E100225,HHS/TX/FacilityB/Nursing,RN,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500098,E100217,HHS/TX/FacilityB/Nursing,RN,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500099,E100216,HHS/TX/FacilityB/Nursing,RN,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500100,E100247,HHS/TX/FacilityB/Nursing,RN,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500101,E100215,HHS/TX/FacilityB/Nursing,RN,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500102,E100236,HHS/TX/FacilityB/Nursing,RN,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500103,E100219,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500104,E100258,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500105,E100212,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500106,E100244,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500107,E100271,HHS/TX/FacilityB/Nursing,RN,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500108,E100218,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,False,12.0
2025-10-08,S500109,,HHS/TX/FacilityB/Nursing,RN,2025-10-08 06:00:00,2025-10-08 18:00:00,DAY,True,12.0
2025-10-08,S500110,E100243,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500111,E100226,HHS/TX/FacilityB/Nursing,RN,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500112,E100253,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500113,E100238,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500114,E100218,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500115,E100244,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500116,E100268,HHS/TX/FacilityB/Nursing,RN,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500117,E100217,HHS/TX/FacilityB/Nursing,RN,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500118,E100279,HHS/TX/FacilityB/Nursing,RN,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500119,E100213,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500120,E100249,HHS/TX/FacilityB/Nursing,RN,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500121,E100211,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500122,E100212,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500123,E100273,HHS/TX/FacilityB/Nursing,RN,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500124,E100257,HHS/TX/FacilityB/Nursing,RN,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500125,E100258,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,False,12.0
2025-10-08,S500126,,HHS/TX/FacilityB/Nursing,RN,2025-10-08 15:00:00,2025-10-09 03:00:00,EVENING,True,12.0
2025-10-08,S500127,E100238,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 22:00:00,2025-10-09 10:00:00,NIGHT,False,12.0
2025-10-08,S500128,E100263,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 22:00:00,2025-10-09 10:00:00,NIGHT,False,12.0
2025-10-08,S500129,E100277,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 22:00:00,2025-10-09 10:00:00,NIGHT,False,12.0
2025-10-08,S500130,E100275,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 22:00:00,2025-10-09 10:00:00,NIGHT,False,12.0
2025-10-08,S500131,E100219,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 22:00:00,2025-10-09 10:00:00,NIGHT,False,12.0
2025-10-08,S500132,E100258,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 22:00:00,2025-10-09 10:00:00,NIGHT,False,12.0
2025-10-08,S500133,E100234,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 22:00:00,2025-10-09 10:00:00,NIGHT,False,12.0
2025-10-08,S500134,E100221,HHS/TX/FacilityB/Nursing,RN,2025-10-08 22:00:00,2025-10-09 10:00:00,NIGHT,False,12.0
2025-10-08,S500135,E100228,HHS/TX/FacilityB/Nursing,PCT,2025-10-08 22:00:00,2025-10-09 10:00:00,NIGHT,False,12.0
2025-10-08,S500136,,HHS/TX/FacilityB/Nursing,RN,2025-10-08 22:00:00,2025-10-09 10:00:00,NIGHT,True,12.0
2025-10-08,S500137,E100302,HHS/TX/FacilityB/EVS,LEAD,2025-10-08 06:00:00,2025-10-08 14:00:00,DAY,False,8.0
2025-10-08,S500138,E100318,HHS/TX/FacilityB/EVS,EVS,2025-10-08 06:00:00,2025-10-08 14:00:00,DAY,False,8.0
2025-10-08,S500139,E100301,HHS/TX/FacilityB/EVS,LEAD,2025-10-08 06:00:00,2025-10-08 14:00:00,DAY,False,8.0
2025-10-08,S500140,E100317,HHS/TX/FacilityB/EVS,LEAD,2025-10-08 06:00:00,2025-10-08 14:00:00,DAY,False,8.0
2025-10-08,S500141,E100326,HHS/TX/FacilityB/EVS,EVS,2025-10-08 06:00:00,2025-10-08 14:00:00,DAY,False,8.0
2025-10-08,S500142,E100325,HHS/TX/FacilityB/EVS,EVS,2025-10-08 06:00:00,2025-10-08 14:00:00,DAY,False,8.0
2025-10-08,S500143,E100281,HHS/TX/FacilityB/EVS,EVS,2025-10-08 06:00:00,2025-10-08 14:00:00,DAY,False,8.0
2025-10-08,S500144,E100292,HHS/TX/FacilityB/EVS,LEAD,2025-10-08 06:00:00,2025-10-08 14:00:00,DAY,False,8.0
2025-10-08,S500145,E100344,HHS/TX/FacilityB/EVS,EVS,2025-10-08 06:00:00,2025-10-08 14:00:00,DAY,False,8.0
2025-10-08,S500146,E100280,HHS/TX/FacilityB/EVS,EVS,2025-10-08 06:00:00,2025-10-08 14:00:00,DAY,False,8.0
2025-10-08,S500147,,HHS/TX/FacilityB/EVS,LEAD,2025-10-08 06:00:00,2025-10-08 14:00:00,DAY,True,8.0
2025-10-08,S500148,E100301,HHS/TX/FacilityB/EVS,LEAD,2025-10-08 15:00:00,2025-10-08 23:00:00,EVENING,False,8.0
2025-10-08,S500149,E100325,HHS/TX/FacilityB/EVS,EVS,2025-10-08 15:00:00,2025-10-08 23:00:00,EVENING,False,8.0
2025-10-08,S500150,E100305,HHS/TX/FacilityB/EVS,EVS,2025-10-08 15:00:00,2025-10-08 23:00:00,EVENING,False,8.0
2025-10-08,S500151,E100292,HHS/TX/FacilityB/EVS,LEAD,2025-10-08 15:00:00,2025-10-08 23:00:00,EVENING,False,8.0
2025-10-08,S500152,E100323,HHS/TX/FacilityB/EVS,EVS,2025-10-08 15:00:00,2025-10-08 23:00:00,EVENING,False,8.0
2025-10-08,S500153,E100302,HHS/TX/FacilityB/EVS,LEAD,2025-10-08 15:00:00,2025-10-08 23:00:00,EVENING,False,8.0
2025-10-08,S500154,E100330,HHS/TX/FacilityB/EVS,EVS,2025-10-08 15:00:00,2025-10-08 23:00:00,EVENING,False,8.0
2025-10-08,S500155,E100346,HHS/TX/FacilityB/EVS,EVS,2025-10-08 15:00:00,2025-10-08 23:00:00,EVENING,False,8.0
2025-10-08,S500156,E100289,HHS/TX/FacilityB/EVS,LEAD,2025-10-08 15:00:00,2025-10-08 23:00:00,EVENING,False,8.0
2025-10-08,S500157,E100336,HHS/TX/FacilityB/EVS,EVS,2025-10-08 23:00:00,2025-10-09 07:00:00,NIGHT,False,8.0
2025-10-08,S500158,E100284,HHS/TX/FacilityB/EVS,EVS,2025-10-08 23:00:00,2025-10-09 07:00:00,NIGHT,False,8.0
2025-10-08,S500159,E100300,HHS/TX/FacilityB/EVS,LEAD,2025-10-08 23:00:00,2025-10-09 07:00:00,NIGHT,False,8.0
2025-10-08,S500160,E100345,HHS/TX/FacilityB/EVS,LEAD,2025-10-08 23:00:00,2025-10-09 07:00:00,NIGHT,False,8.0
2025-10-08,S500161,E100297,HHS/TX/FacilityB/EVS,LEAD,2025-10-08 23:00:00,2025-10-09 07:00:00,NIGHT,False,8.0
2025-10-09,S500162,E100009,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500163,E100029,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500164,E100066,HHS/TX/FacilityA/Nursing,PCT,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500165,E100044,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500166,E100064,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500167,E100048,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500168,E100016,HHS/TX/FacilityA/Nursing,PCT,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500169,E100027,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500170,E100011,HHS/TX/FacilityA/Nursing,PCT,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500171,E100051,HHS/TX/FacilityA/Nursing,PCT,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500172,E100001,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500173,E100046,HHS/TX/FacilityA/Nursing,PCT,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500174,E100043,HHS/TX/FacilityA/Nursing,PCT,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500175,E100049,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500176,E100031,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500177,E100002,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500178,E100068,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500179,E100030,HHS/TX/FacilityA/Nursing,PCT,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500180,E100032,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500181,E100038,HHS/TX/FacilityA/Nursing,PCT,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500182,E100045,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500183,E100034,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500184,E100041,HHS/TX/FacilityA/Nursing,PCT,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500185,E100042,HHS/TX/FacilityA/Nursing,PCT,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500186,E100012,HHS/TX/FacilityA/Nursing,PCT,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,False,12.0
2025-10-09,S500187,,HHS/TX/FacilityA/Nursing,RN,2025-10-09 07:00:00,2025-10-09 19:00:00,DAY,True,12.0
2025-10-09,S500188,E100035,HHS/TX/FacilityA/Nursing,PCT,2025-10-09 15:00:00,2025-10-10 03:00:00,EVENING,False,12.0
2025-10-09,S500189,E100027,HHS/TX/FacilityA/Nursing,RN,2025-10-09 15:00:00,2025-10-10 03:00:00,EVENING,False,12.0
